Ticket_ID,Call_Date,Call_Time,Resolution_Date,Agent_Name,Department,Issue_Type,Priority,Status,Channel,Region,Handle_Time_Minutes,Wait_Time_Seconds,First_Call_Resolution,SLA_Met,Satisfaction_Score,OS_Type,Shift,Escalated,Reopen_Count,Cost_Per_Ticket_USD,Agent_Experience_Yrs
TKT-0244,18/06/2024,23:24,20/06/2024,Carol White,IT,SOFTWARE INSTALLATION,High,escalated,Email,South,49.0,3393,Yes,yes,1.0,macOS,Night,Yes,0.0,182.58,1.0
TKT-0567,09-20-2024,04:40:56 PM,20/09/2024,David Brown,Marketing,network issue,Low,Resolve,Walk-in,,138.0,3020,no,Y,-1.0,Windows 10 ,Night Shift,Yes,3.0,48.86,5.0
TKT-0876,2024/04/28,05:32:40 AM,04-28-2024,David Brown,Legal,network issue,Low,Open,Walk In,Central,73.0,1687,No,Yes,,windows 10,Night Shift,no,-1.0,64.68,
,22/05/2024,20:13:46,22/05/2024,BOB SMITH,HR,Printer Issue,High,Resolve,Chat,South,136.0,3072,Yes,Yes,,Windows 10,Afternoon,,0.0,177.84,7.0
TKT-0994,2024-04-22,17:01,24/04/2024,Emily Davis,Legal,Printer Issue,Critical,closed,self-service portal,East,78.0,743,,,99.0,Windows 10,Night Shift,no,0.0,56.0,10.0
TKT-0687,05/07/2024,07:40,2024-07-05,Grace Wilson ,Operations,network issue,Mediun,resolved,chat,West,116.0,2531,,no,2.0,macOS,Night Shift,,3.0,23.9,1.0
TKT-0958,31/01/2024,18:29,01/02/2024,Grace Wilson,Finance,password reset,Low,Escalated,chat,,46.0,3006,,yes,99.0,MacOS,Night,,0.0,36.87,3.0
,29/01/2024,04:58 PM,01-30-2024,JAMES ANDERSON,,Software Installation,medium,resolved,Chat,,15.0,464,no,yes,99.0,linux,Night Shift,no,2.0,,6.0
TKT-0783,24-Nov-2024,08:19,2024/11/25,Bob Smith,Operations,Hardware failure,Hign,In progress,Walk-in,,106.0,2788,,no,5.0,windows 10,Night Shift,yes,1.0,114.51,99.0
TKT-0976,12-Mar-2024,02:48:12 AM,13/03/2024,,Legal,Data Recovery,High,Resolve,Phone,,149.0,1455,No,No,1.0,Linux,morning,No,0.0,183.79,7.0
TKT-0700,25-Nov-2024,16:40:36,27/11/2024,Irene  Taylor,Admin,Printer Issue,low,resolved,EMAIL,West,103.0,1790,NO,yes,,Windows 11,AFTERNOON,Yes,2.0,6.17,
TKT-0476,04-27-2024,23:44,27/04/2024,,HR,Software Installation,Hign,In Progress,Walk In,West,145.0,1973,,N,-1.0,Linux,Afternoon,no,1.0,159.06,0.0
,2024/12/19,09:02:22 AM,20/12/2024,Grace Wilson ,,Hardware Failure,Hign,In progress,phone,East,58.0,2870,,no,5.0,Windows 10 ,Night Shift,yes,,199.82,3.0
TKT-0511,04-03-2024,22:28:07,05/04/2024,Grace Wilson,,Email problem,Critical,closed,self-service portal,Central,46.0,269,no,N,4.0,macOS,Morning,No,1.0,68.39,6.0
TKT-0059,13/07/2024,12:52:22,07-13-2024,BOB SMITH,Admin,Email problem,HIGH,In progress,Walk-in,North,76.0,182,yes,N,2.0,Linux,AFTERNOON,No,0.0,195.69,3.0
TKT-0475,2024-02-13,05:13 AM,13-Feb-2024,Irene Taylor,,password reset,CRITICAL,In Progress,self-service portal,West,108.0,454,no,No,3.0,linux,Night Shift,Yes,0.0,29.72,1.0
TKT-0561,07-Nov-2024,11:42:10 PM,2024-11-07,,Legal,vpn access,High,Resolve,phone,Central,92.0,2158,,Yes,0.0,Windows 11,morning,,0.0,151.33,-2.0
TKT-0857,2024-06-04,22:55:28,2024/06/05,Alice Johnson,Admin,password reset,HIGH,In Progress,chat,West,31.0,2227,Yes,yes,,Windows 10,morning,yes,-1.0,136.35,6.0
TKT-0748,07-03-2024,15:35,05-Jul-2024,Alice Johnson,Admin,Hardware Failure,High,Closed,Email,East,136.0,994,Yes,No,,Windows 10 ,Night Shift,No,0.0,130.1,
TKT-0253,15/09/2024,10:26:28 AM,09-15-2024,,IT,Hardware Failure,CRITICAL,OPEN,phone,South,66.0,859,YES,Yes,99.0,WINDOWS 11,Afternoon,Yes,0.0,29.21,0.0
TKT-0022,2024-04-26,11:11:19,2024/04/26,henry moore,Sales,Account Locked,Low,Resolve,chat,North,138.0,528,,Yes,1.0,Windows 11,Morning,No,0.0,86.15,10.0
TKT-0314,14-Jul-2024,11:59:27 PM,15/07/2024,,Sales,vpn access,Hign,OPEN,Email,West,77.0,785,no,No,-1.0,Windows 10,Night Shift,No,0.0,72.79,5.0
TKT-0460,20-May-2024,17:52:57,22/05/2024,JAMES ANDERSON,Admin,Software Installation,CRITICAL,closed,Walk-in,North,108.0,76,YES,,10.0,linux,Night Shift,Yes,0.0,147.55,3.0
TKT-0161,2024-03-13,14:53:41,15-Mar-2024,Irene  Taylor,Marketing,Email Problem,low,OPEN,phone,North,25.0,2969,YES,Yes,3.0,MacOS,Morning,,,195.16,10.0
,2024/10/10,15:51:55,10/10/2024,frank miller,,vpn access,Hign,Resolve,Walk In,South,,2783,YES,N,3.0,Windows 11,morning,No,0.0,31.0,6.0
TKT-0956,01-Dec-2024,10:28,01-Dec-2024,James Anderson,,Account Locked,Medium,Closed,Chat,North,63.0,177,,yes,-1.0,Linux,Night,No,0.0,85.84,6.0
TKT-0192,06/04/2024,02:01,07/04/2024,alice johnson,IT,password reset,CRITICAL,closed,Walk In,,135.0,2650,yes,no,-1.0,linux,morning,,2.0,39.2,0.0
TKT-0386,04/11/2024,20:00,11-06-2024,BOB SMITH,Marketing,Network Issue,CRITICAL,In progress,self-service portal,,122.0,1062,,yes,0.0,Linux,Afternoon,no,2.0,30.68,7.0
TKT-0806,23-Oct-2024,17:29:08,24/10/2024,Frank Miller,Finance,Network Issue,CRITICAL,In progress,Walk-in,West,10.0,2313,,Y,-1.0,windows 10,Night Shift,No,2.0,142.74,3.0
TKT-0414,19-May-2024,23:48,05-21-2024,Emily Davis,Sales,Password Reset,Mediun,Resolved,Self-Service Portal,Central,170.0,338,yes,Y,,WINDOWS 11,Afternoon,No,-1.0,21.24,8.0
TKT-0492,03/09/2024,13:06:43,,alice johnson,,Network Issue,HIGH,Escalated,Self-Service Portal,West,50.0,3316,YES,yes,-1.0,WINDOWS 11,AFTERNOON,,,80.91,1.0
TKT-0344,2024/10/14,10:16,2024/10/15,,HR,Data Recovery,High,Closed,chat,,107.0,1613,,no,,Linux,Night,Yes,,,0.0
TKT-0770,2024-02-29,03:56,02-Mar-2024,,Admin,Hardware failure,Critical,Resolved,self-service portal,West,76.0,584,yes,No,,Windows 10,Morning,Yes,,137.18,10.0
,2024/02/22,17:17:45,02-22-2024,alice johnson,IT,password reset,Critical,Escalated,Phone,West,148.0,2657,no,N,10.0,MacOS,morning,Yes,0.0,8.17,8.0
TKT-0662,28/04/2024,23:25,,Carol  White,IT,Data Recovery,low,Open,Chat,,,1949,yes,No,0.0,Windows 10,AFTERNOON,Yes,0.0,49.9,6.0
TKT-0131,2024-09-03,05:14 AM,2024/09/05,JAMES ANDERSON,HR,Data Recovery,Low,Resolve,phone,Central,155.0,594,,Y,3.0,MacOS,AFTERNOON,,0.0,,
TKT-0664,2024/06/03,17:30,06-03-2024,Grace Wilson,,Printer Issue,Critical,In Progress,self-service portal,Central,,2028,NO,no,-1.0,linux,morning,No,0.0,67.52,7.0
TKT-0872,2024/11/26,09:19 AM,11-28-2024,alice johnson,Operations,Data Recovery,High,Closed,Chat,,130.0,2012,,,,Linux,Morning,,,59.05,99.0
TKT-0088,2024-05-22,02:19 AM,05-24-2024,Carol  White,,Hardware Failure,HIGH,OPEN,Walk-in,Central,54.0,3319,No,Y,,Windows 10,Afternoon,yes,0.0,151.21,99.0
TKT-0331,2024-09-05,08:05,05-Sep-2024,Grace Wilson,Admin,Network Issue,medium,In Progress,Phone,North,,954,yes,N,0.0,Linux,Night Shift,no,,48.77,7.0
TKT-0467,19-May-2024,18:50:46,20-May-2024,Grace Wilson,Operations,Hardware failure,Critical,escalated,Self-Service Portal,,128.0,2252,No,Yes,,windows 10,Afternoon,yes,0.0,163.82,10.0
TKT-0122,2024-02-07,22:20:33,08-Feb-2024,Frank Miller,Operations,network issue,Hign,escalated,EMAIL,,49.0,2142,Yes,,0.0,Windows 11,Night,,1.0,138.1,6.0
TKT-0861,03-12-2024,07:19 PM,03-12-2024,Bob Smith,IT,Hardware failure,HIGH,Closed,Walk In,Central,131.0,1417,No,no,1.0,linux,Night,Yes,3.0,91.59,-2.0
